,num_mc_samples,model_train_size,image_id,agg_uncertainty
389,20,270,acdc_data3_20211029_pos_1_57,0.0
390,20,270,acdc_data3_20211029_pos_1_6,0.28218502
391,20,270,acdc_data3_20211029_pos_1_60,0.0
392,20,270,acdc_data3_20211029_pos_1_63,0.0
393,20,270,acdc_data3_20211029_pos_1_66,0.2319572
394,20,270,acdc_data3_20211029_pos_1_69,0.0477458
395,20,270,acdc_data3_20211029_pos_1_72,0.09125023
396,20,270,acdc_data3_20211029_pos_1_75,0.06764033
397,20,270,acdc_data3_20211029_pos_1_78,0.05135397
398,20,270,acdc_data3_20211029_pos_1_81,0.062295627
399,20,270,acdc_data3_20211029_pos_1_84,0.0
400,20,270,acdc_data3_20211029_pos_1_87,0.033782713
401,20,270,acdc_data3_20211029_pos_1_9,0.18183587
402,20,270,acdc_data3_20211029_pos_1_90,0.048945963
403,20,270,acdc_data3_20211029_pos_1_93,0.13788117
404,20,270,acdc_data3_20211029_pos_1_96,0.2218104
405,20,270,acdc_data3_20211029_pos_1_99,0.17145228
406,20,270,acdc_data3_20211029_pos_4_0,0.31795642
407,20,270,acdc_data3_20211029_pos_4_102,0.13692719
408,20,270,acdc_data3_20211029_pos_4_105,0.16743918
409,20,270,acdc_data3_20211029_pos_4_108,0.2546946
410,20,270,acdc_data3_20211029_pos_4_111,0.16177516
411,20,270,acdc_data3_20211029_pos_4_114,0.22803572
412,20,270,acdc_data3_20211029_pos_4_117,0.10667474
413,20,270,acdc_data3_20211029_pos_4_12,0.21980862
414,20,270,acdc_data3_20211029_pos_4_120,0.21629576
415,20,270,acdc_data3_20211029_pos_4_123,0.1486411
416,20,270,acdc_data3_20211029_pos_4_126,0.13552266
417,20,270,acdc_data3_20211029_pos_4_129,0.13822247
418,20,270,acdc_data3_20211029_pos_4_132,0.13456629
419,20,270,acdc_data3_20211029_pos_4_135,0.11277705
420,20,270,acdc_data3_20211029_pos_4_138,0.0772548
421,20,270,acdc_data3_20211029_pos_4_141,0.14153984
422,20,270,acdc_data3_20211029_pos_4_144,0.13602348
423,20,270,acdc_data3_20211029_pos_4_147,0.11651845
424,20,270,acdc_data3_20211029_pos_4_15,0.1233474
425,20,270,acdc_data3_20211029_pos_4_150,0.1450958
426,20,270,acdc_data3_20211029_pos_4_153,0.22221038
427,20,270,acdc_data3_20211029_pos_4_156,0.09505057
428,20,270,acdc_data3_20211029_pos_4_159,0.05871486
429,20,270,acdc_data3_20211029_pos_4_162,0.11245777
430,20,270,acdc_data3_20211029_pos_4_165,0.18006873
431,20,270,acdc_data3_20211029_pos_4_168,0.14122461
432,20,270,acdc_data3_20211029_pos_4_171,0.13053061
433,20,270,acdc_data3_20211029_pos_4_174,0.18404305
434,20,270,acdc_data3_20211029_pos_4_177,0.15609512
435,20,270,acdc_data3_20211029_pos_4_18,0.21985136
436,20,270,acdc_data3_20211029_pos_4_180,0.14494768
437,20,270,acdc_data3_20211029_pos_4_183,0.15738647
438,20,270,acdc_data3_20211029_pos_4_186,0.15159318
439,20,270,acdc_data3_20211029_pos_4_189,0.20466709
440,20,270,acdc_data3_20211029_pos_4_192,0.18621165
441,20,270,acdc_data3_20211029_pos_4_195,0.22584923
442,20,270,acdc_data3_20211029_pos_4_198,0.16972789
443,20,270,acdc_data3_20211029_pos_4_21,0.19741258
444,20,270,acdc_data3_20211029_pos_4_24,0.32527548
445,20,270,acdc_data3_20211029_pos_4_27,0.3725747
446,20,270,acdc_data3_20211029_pos_4_3,0.13881058
447,20,270,acdc_data3_20211029_pos_4_30,0.28515604
448,20,270,acdc_data3_20211029_pos_4_33,0.18878488
449,20,270,acdc_data3_20211029_pos_4_36,0.26203725
450,20,270,acdc_data3_20211029_pos_4_39,0.22726549
451,20,270,acdc_data3_20211029_pos_4_42,0.2900893
452,20,270,acdc_data3_20211029_pos_4_45,0.3160955
453,20,270,acdc_data3_20211029_pos_4_48,0.23951405
454,20,270,acdc_data3_20211029_pos_4_51,0.22286917
455,20,270,acdc_data3_20211029_pos_4_54,0.25748053
456,20,270,acdc_data3_20211029_pos_4_57,0.30046496
457,20,270,acdc_data3_20211029_pos_4_6,0.2661321
458,20,270,acdc_data3_20211029_pos_4_60,0.13584647
459,20,270,acdc_data3_20211029_pos_4_63,0.15584806
460,20,270,acdc_data3_20211029_pos_4_66,0.23035729
461,20,270,acdc_data3_20211029_pos_4_69,0.24472274
462,20,270,acdc_data3_20211029_pos_4_72,0.23971781
463,20,270,acdc_data3_20211029_pos_4_75,0.30238846
464,20,270,acdc_data3_20211029_pos_4_78,0.35172024
465,20,270,acdc_data3_20211029_pos_4_81,0.24894899
466,20,270,acdc_data3_20211029_pos_4_84,0.23356895
467,20,270,acdc_data3_20211029_pos_4_87,0.18638258
468,20,270,acdc_data3_20211029_pos_4_9,0.14916612
469,20,270,acdc_data3_20211029_pos_4_90,0.1602847
470,20,270,acdc_data3_20211029_pos_4_93,0.12095177
471,20,270,acdc_data3_20211029_pos_4_96,0.15354082
472,20,270,acdc_data3_20211029_pos_4_99,0.09191775
473,20,270,acdc_data3_Yagya_SCD_WT_pos_5_0,0.09477436
474,20,270,acdc_data3_Yagya_SCD_WT_pos_5_12,0.12699164
475,20,270,acdc_data3_Yagya_SCD_WT_pos_5_15,0.11297609
476,20,270,acdc_data3_Yagya_SCD_WT_pos_5_18,0.14357275
477,20,270,acdc_data3_Yagya_SCD_WT_pos_5_21,0.096988924
478,20,270,acdc_data3_Yagya_SCD_WT_pos_5_24,0.16627617
479,20,270,acdc_data3_Yagya_SCD_WT_pos_5_27,0.17308587
480,20,270,acdc_data3_Yagya_SCD_WT_pos_5_3,0.16633126
481,20,270,acdc_data3_Yagya_SCD_WT_pos_5_30,0.15604335
482,20,270,acdc_data3_Yagya_SCD_WT_pos_5_33,0.15595996
483,20,270,acdc_data3_Yagya_SCD_WT_pos_5_36,0.13597932
484,20,270,acdc_data3_Yagya_SCD_WT_pos_5_39,0.10502238
485,20,270,acdc_data3_Yagya_SCD_WT_pos_5_42,0.058349144
486,20,270,acdc_data3_Yagya_SCD_WT_pos_5_45,0.04482745
487,20,270,acdc_data3_Yagya_SCD_WT_pos_5_6,0.08687695
488,20,270,acdc_data3_Yagya_SCD_WT_pos_5_9,0.09803038
489,20,270,acdc_data3_Yagya_SCD_WT_pos_6_0,0.13382767
490,20,270,acdc_data3_Yagya_SCD_WT_pos_6_12,0.18037067
491,20,270,acdc_data3_Yagya_SCD_WT_pos_6_15,0.1987996
492,20,270,acdc_data3_Yagya_SCD_WT_pos_6_18,0.12844917
493,20,270,acdc_data3_Yagya_SCD_WT_pos_6_21,0.14401081
494,20,270,acdc_data3_Yagya_SCD_WT_pos_6_24,0.15422928
495,20,270,acdc_data3_Yagya_SCD_WT_pos_6_27,0.17018348
496,20,270,acdc_data3_Yagya_SCD_WT_pos_6_3,0.20377032
497,20,270,acdc_data3_Yagya_SCD_WT_pos_6_30,0.13229011
498,20,270,acdc_data3_Yagya_SCD_WT_pos_6_33,0.08095671
499,20,270,acdc_data3_Yagya_SCD_WT_pos_6_36,0.14496666
500,20,270,acdc_data3_Yagya_SCD_WT_pos_6_39,0.15306035
501,20,270,acdc_data3_Yagya_SCD_WT_pos_6_42,0.13695979
502,20,270,acdc_data3_Yagya_SCD_WT_pos_6_45,0.2407668
503,20,270,acdc_data3_Yagya_SCD_WT_pos_6_48,0.18840824
504,20,270,acdc_data3_Yagya_SCD_WT_pos_6_51,0.20590425
505,20,270,acdc_data3_Yagya_SCD_WT_pos_6_54,0.15103462
506,20,270,acdc_data3_Yagya_SCD_WT_pos_6_57,0.11481231
507,20,270,acdc_data3_Yagya_SCD_WT_pos_6_6,0.13764581
508,20,270,acdc_data3_Yagya_SCD_WT_pos_6_9,0.16393578
