,num_mc_samples,dropout_prob,model_train_size,image_id,run_id,agg_uncertainty
5603,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,3,0.0
5604,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,4,0.0
5605,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,5,0.0
5606,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,6,0.0
5607,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,7,0.0
5608,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,8,0.0
5609,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_24,9,0.0
5610,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,0,0.08224651
5611,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,1,0.08261804
5612,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,2,0.079576775
5613,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,3,0.08101727
5614,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,4,0.07848598
5615,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,5,0.07638116
5616,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,6,0.07841262
5617,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,7,0.08056368
5618,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,8,0.08162244
5619,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_27,9,0.0
5620,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,0,0.0
5621,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,1,0.0
5622,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,2,0.0
5623,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,3,0.0
5624,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,4,0.0
5625,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,5,0.0
5626,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,6,0.0
5627,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,7,0.0
5628,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,8,0.0
5629,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_3,9,0.0
5630,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,0,0.0
5631,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,1,0.0
5632,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,2,0.0
5633,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,3,0.0
5634,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,4,0.0
5635,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,5,0.0
5636,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,6,0.0
5637,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,7,0.0
5638,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,8,0.0
5639,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_30,9,0.0
5640,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,0,0.0
5641,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,1,0.0
5642,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,2,0.0
5643,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,3,0.0
5644,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,4,0.0
5645,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,5,0.0
5646,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,6,0.0
5647,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,7,0.0
5648,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,8,0.0
5649,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_33,9,0.0
5650,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,0,0.0
5651,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,1,0.0
5652,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,2,0.0
5653,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,3,0.0
5654,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,4,0.0
5655,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,5,0.0
5656,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,6,0.0
5657,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,7,0.0
5658,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,8,0.0
5659,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_36,9,0.0
5660,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,0,0.0
5661,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,1,0.0
5662,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,2,0.0
5663,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,3,0.0
5664,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,4,0.0
5665,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,5,0.0
5666,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,6,0.0
5667,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,7,0.0
5668,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,8,0.0
5669,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_39,9,0.0
5670,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,0,0.116663635
5671,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,1,0.12270212
5672,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,2,0.12145549
5673,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,3,0.120662495
5674,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,4,0.12037535
5675,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,5,0.1206149
5676,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,6,0.12249397
5677,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,7,0.12338786
5678,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,8,0.11843097
5679,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_42,9,0.12490848
5680,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,0,0.0
5681,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,1,0.0
5682,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,2,0.0
5683,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,3,0.0
5684,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,4,0.0
5685,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,5,0.0
5686,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,6,0.0
5687,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,7,0.0
5688,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,8,0.0
5689,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_45,9,0.0
5690,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,0,0.0
5691,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,1,0.0
5692,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,2,0.0
5693,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,3,0.0
5694,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,4,0.0
5695,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,5,0.0
5696,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,6,0.0
5697,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,7,0.0
5698,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,8,0.0
5699,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_48,9,0.0
5700,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,0,0.11884825
5701,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,1,0.11649592
5702,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,2,0.11801259
5703,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,3,0.1167009
5704,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,4,0.11661872
5705,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,5,0.11816515
5706,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,6,0.1166857
5707,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,7,0.115748405
5708,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,8,0.11743651
5709,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_51,9,0.11993171
5710,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,0,0.15264113
5711,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,1,0.14755128
5712,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,2,0.1537855
5713,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,3,0.14738865
5714,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,4,0.15069775
5715,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,5,0.15283936
5716,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,6,0.14695427
5717,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,7,0.15000783
5718,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,8,0.15215838
5719,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_54,9,0.14627007
5720,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,0,0.07738949
5721,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,1,0.06766236
5722,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,2,0.06791885
5723,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,3,0.068838336
5724,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,4,0.0
5725,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,5,0.072936475
5726,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,6,0.080714025
5727,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,7,0.0
5728,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,8,0.07688437
5729,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_57,9,0.0
5730,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,0,0.0
5731,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,1,0.0
5732,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,2,0.0
5733,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,3,0.0
5734,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,4,0.0
5735,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,5,0.0
5736,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,6,0.0
5737,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,7,0.0
5738,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,8,0.0
5739,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_6,9,0.0
5740,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,0,0.0
5741,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,1,0.0
5742,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,2,0.0
5743,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,3,0.0
5744,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,4,0.0
5745,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,5,0.0
5746,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,6,0.0
5747,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,7,0.0
5748,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,8,0.0
5749,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_60,9,0.0
5750,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,0,0.0
5751,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,1,0.0
5752,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,2,0.0
5753,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,3,0.0
5754,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,4,0.0
5755,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,5,0.0
5756,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,6,0.0
5757,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,7,0.0
5758,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,8,0.0
5759,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_63,9,0.0
5760,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,0,0.0
5761,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,1,0.0
5762,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,2,0.0
5763,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,3,0.0
5764,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,4,0.0
5765,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,5,0.0
5766,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,6,0.0
5767,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,7,0.0
5768,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,8,0.0
5769,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_66,9,0.0
5770,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,0,0.0
5771,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,1,0.0
5772,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,2,0.0
5773,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,3,0.0
5774,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,4,0.0
5775,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,5,0.0
5776,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,6,0.0
5777,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,7,0.0
5778,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,8,0.0
5779,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_69,9,0.0
5780,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,0,0.0
5781,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,1,0.0
5782,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,2,0.0
5783,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,3,0.0
5784,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,4,0.0
5785,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,5,0.0
5786,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,6,0.0
5787,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,7,0.0
5788,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,8,0.0
5789,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_72,9,0.0
5790,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,0,0.0708148
5791,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,1,0.070717275
5792,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,2,0.070574775
5793,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,3,0.071392655
5794,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,4,0.06989433
5795,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,5,0.07166062
5796,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,6,0.06973438
5797,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,7,0.08611653
5798,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,8,0.08582664
5799,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_75,9,0.069790095
5800,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,0,0.0
5801,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,1,0.0
5802,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,2,0.0
5803,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,3,0.0
5804,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,4,0.0
5805,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,5,0.0
5806,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,6,0.0
5807,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,7,0.0
5808,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,8,0.0
5809,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_78,9,0.0
5810,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,0,0.0
5811,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,1,0.0
5812,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,2,0.0
5813,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,3,0.0
5814,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,4,0.0
5815,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,5,0.0
5816,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,6,0.0
5817,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,7,0.0
5818,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,8,0.0
5819,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_81,9,0.0
5820,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,0,0.0
5821,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,1,0.0
5822,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,2,0.0
5823,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,3,0.0
5824,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,4,0.0
5825,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,5,0.0
5826,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,6,0.0
5827,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,7,0.0
5828,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,8,0.0
5829,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_84,9,0.0
5830,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,0,0.0
5831,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,1,0.0
5832,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,2,0.0
5833,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,3,0.0
5834,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,4,0.0
5835,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,5,0.0
5836,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,6,0.0
5837,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,7,0.0
5838,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,8,0.0
5839,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_87,9,0.0
5840,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,0,0.0
5841,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,1,0.0
5842,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,2,0.0
5843,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,3,0.0
5844,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,4,0.0
5845,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,5,0.0
5846,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,6,0.0
5847,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,7,0.0
5848,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,8,0.0
5849,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_9,9,0.0
5850,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_90,0,0.0
5851,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_90,1,0.0
5852,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_90,2,0.0
5853,20,0.1,270,TimeLapse_2D_MIA_KC_htb1_mCitrine_labeled_pos_5_90,3,0.0
