,num_mc_samples,model_train_size,image_id,run_id,agg_uncertainty
2561,20,15,acdc_data3_20210722_pos_18_99,1,0.30103225
2562,20,15,acdc_data3_20210722_pos_18_99,2,0.27191186
2563,20,15,acdc_data3_20210722_pos_18_99,3,0.30195773
2564,20,15,acdc_data3_20210722_pos_18_99,4,0.27461535
2565,20,15,acdc_data3_20210722_pos_18_99,5,0.27863044
2566,20,15,acdc_data3_20210722_pos_18_99,6,0.31202355
2567,20,15,acdc_data3_20210722_pos_18_99,7,0.29134542
2568,20,15,acdc_data3_20210722_pos_18_99,8,0.29181954
2569,20,15,acdc_data3_20210722_pos_18_99,9,0.26042935
2570,20,15,acdc_data3_20210722_pos_2_0,0,0.31808782
2571,20,15,acdc_data3_20210722_pos_2_0,1,0.30867296
2572,20,15,acdc_data3_20210722_pos_2_0,2,0.3373568
2573,20,15,acdc_data3_20210722_pos_2_0,3,0.30204245
2574,20,15,acdc_data3_20210722_pos_2_0,4,0.25434327
2575,20,15,acdc_data3_20210722_pos_2_0,5,0.2991695
2576,20,15,acdc_data3_20210722_pos_2_0,6,0.31573358
2577,20,15,acdc_data3_20210722_pos_2_0,7,0.30122334
2578,20,15,acdc_data3_20210722_pos_2_0,8,0.2718251
2579,20,15,acdc_data3_20210722_pos_2_0,9,0.23189896
2580,20,15,acdc_data3_20210722_pos_2_102,0,0.3075297
2581,20,15,acdc_data3_20210722_pos_2_102,1,0.30254328
2582,20,15,acdc_data3_20210722_pos_2_102,2,0.3118513
2583,20,15,acdc_data3_20210722_pos_2_102,3,0.34041443
2584,20,15,acdc_data3_20210722_pos_2_102,4,0.327813
2585,20,15,acdc_data3_20210722_pos_2_102,5,0.3292233
2586,20,15,acdc_data3_20210722_pos_2_102,6,0.32568154
2587,20,15,acdc_data3_20210722_pos_2_102,7,0.33564448
2588,20,15,acdc_data3_20210722_pos_2_102,8,0.33202848
2589,20,15,acdc_data3_20210722_pos_2_102,9,0.3235654
2590,20,15,acdc_data3_20210722_pos_2_105,0,0.38080096
2591,20,15,acdc_data3_20210722_pos_2_105,1,0.41483516
2592,20,15,acdc_data3_20210722_pos_2_105,2,0.38610685
2593,20,15,acdc_data3_20210722_pos_2_105,3,0.3625867
2594,20,15,acdc_data3_20210722_pos_2_105,4,0.38573924
2595,20,15,acdc_data3_20210722_pos_2_105,5,0.37486655
2596,20,15,acdc_data3_20210722_pos_2_105,6,0.35864636
2597,20,15,acdc_data3_20210722_pos_2_105,7,0.3968352
2598,20,15,acdc_data3_20210722_pos_2_105,8,0.3738308
2599,20,15,acdc_data3_20210722_pos_2_105,9,0.37325284
2600,20,15,acdc_data3_20210722_pos_2_108,0,0.39040685
2601,20,15,acdc_data3_20210722_pos_2_108,1,0.35366076
2602,20,15,acdc_data3_20210722_pos_2_108,2,0.35449165
2603,20,15,acdc_data3_20210722_pos_2_108,3,0.36460266
2604,20,15,acdc_data3_20210722_pos_2_108,4,0.3690652
2605,20,15,acdc_data3_20210722_pos_2_108,5,0.39378256
2606,20,15,acdc_data3_20210722_pos_2_108,6,0.3505411
2607,20,15,acdc_data3_20210722_pos_2_108,7,0.39471233
2608,20,15,acdc_data3_20210722_pos_2_108,8,0.3388716
2609,20,15,acdc_data3_20210722_pos_2_108,9,0.38004407
2610,20,15,acdc_data3_20210722_pos_2_111,0,0.36468497
2611,20,15,acdc_data3_20210722_pos_2_111,1,0.36235932
2612,20,15,acdc_data3_20210722_pos_2_111,2,0.36543635
2613,20,15,acdc_data3_20210722_pos_2_111,3,0.3517174
2614,20,15,acdc_data3_20210722_pos_2_111,4,0.3905669
2615,20,15,acdc_data3_20210722_pos_2_111,5,0.34633595
2616,20,15,acdc_data3_20210722_pos_2_111,6,0.35162762
2617,20,15,acdc_data3_20210722_pos_2_111,7,0.34295255
2618,20,15,acdc_data3_20210722_pos_2_111,8,0.3278284
2619,20,15,acdc_data3_20210722_pos_2_111,9,0.37403664
2620,20,15,acdc_data3_20210722_pos_2_114,0,0.39423418
2621,20,15,acdc_data3_20210722_pos_2_114,1,0.37551123
2622,20,15,acdc_data3_20210722_pos_2_114,2,0.40127286
2623,20,15,acdc_data3_20210722_pos_2_114,3,0.3591715
2624,20,15,acdc_data3_20210722_pos_2_114,4,0.37202138
2625,20,15,acdc_data3_20210722_pos_2_114,5,0.38735726
2626,20,15,acdc_data3_20210722_pos_2_114,6,0.38477102
2627,20,15,acdc_data3_20210722_pos_2_114,7,0.3811694
2628,20,15,acdc_data3_20210722_pos_2_114,8,0.39705533
2629,20,15,acdc_data3_20210722_pos_2_114,9,0.36886117
2630,20,15,acdc_data3_20210722_pos_2_117,0,0.3905731
2631,20,15,acdc_data3_20210722_pos_2_117,1,0.43250534
2632,20,15,acdc_data3_20210722_pos_2_117,2,0.3983192
2633,20,15,acdc_data3_20210722_pos_2_117,3,0.40427998
2634,20,15,acdc_data3_20210722_pos_2_117,4,0.3827075
2635,20,15,acdc_data3_20210722_pos_2_117,5,0.40986598
2636,20,15,acdc_data3_20210722_pos_2_117,6,0.41802844
2637,20,15,acdc_data3_20210722_pos_2_117,7,0.40460438
2638,20,15,acdc_data3_20210722_pos_2_117,8,0.3987087
2639,20,15,acdc_data3_20210722_pos_2_117,9,0.42056343
2640,20,15,acdc_data3_20210722_pos_2_12,0,0.27851328
2641,20,15,acdc_data3_20210722_pos_2_12,1,0.27236876
2642,20,15,acdc_data3_20210722_pos_2_12,2,0.30505264
2643,20,15,acdc_data3_20210722_pos_2_12,3,0.30799717
2644,20,15,acdc_data3_20210722_pos_2_12,4,0.28614587
2645,20,15,acdc_data3_20210722_pos_2_12,5,0.37665093
2646,20,15,acdc_data3_20210722_pos_2_12,6,0.30165136
2647,20,15,acdc_data3_20210722_pos_2_12,7,0.25584623
2648,20,15,acdc_data3_20210722_pos_2_12,8,0.2896523
2649,20,15,acdc_data3_20210722_pos_2_12,9,0.3166198
2650,20,15,acdc_data3_20210722_pos_2_120,0,0.41907048
2651,20,15,acdc_data3_20210722_pos_2_120,1,0.36119947
2652,20,15,acdc_data3_20210722_pos_2_120,2,0.42725858
2653,20,15,acdc_data3_20210722_pos_2_120,3,0.40308198
2654,20,15,acdc_data3_20210722_pos_2_120,4,0.42709735
2655,20,15,acdc_data3_20210722_pos_2_120,5,0.36747223
2656,20,15,acdc_data3_20210722_pos_2_120,6,0.3738368
2657,20,15,acdc_data3_20210722_pos_2_120,7,0.3949741
2658,20,15,acdc_data3_20210722_pos_2_120,8,0.41048822
2659,20,15,acdc_data3_20210722_pos_2_120,9,0.39124042
2660,20,15,acdc_data3_20210722_pos_2_123,0,0.3828698
2661,20,15,acdc_data3_20210722_pos_2_123,1,0.39855602
2662,20,15,acdc_data3_20210722_pos_2_123,2,0.39485508
2663,20,15,acdc_data3_20210722_pos_2_123,3,0.36201447
2664,20,15,acdc_data3_20210722_pos_2_123,4,0.37553498
2665,20,15,acdc_data3_20210722_pos_2_123,5,0.35678074
2666,20,15,acdc_data3_20210722_pos_2_123,6,0.39543802
2667,20,15,acdc_data3_20210722_pos_2_123,7,0.37552452
2668,20,15,acdc_data3_20210722_pos_2_123,8,0.38999042
2669,20,15,acdc_data3_20210722_pos_2_123,9,0.3771501
2670,20,15,acdc_data3_20210722_pos_2_126,0,0.3874973
2671,20,15,acdc_data3_20210722_pos_2_126,1,0.38467744
2672,20,15,acdc_data3_20210722_pos_2_126,2,0.40221822
2673,20,15,acdc_data3_20210722_pos_2_126,3,0.40398708
2674,20,15,acdc_data3_20210722_pos_2_126,4,0.39104998
2675,20,15,acdc_data3_20210722_pos_2_126,5,0.40523005
2676,20,15,acdc_data3_20210722_pos_2_126,6,0.40343976
2677,20,15,acdc_data3_20210722_pos_2_126,7,0.410848
2678,20,15,acdc_data3_20210722_pos_2_126,8,0.4019622
2679,20,15,acdc_data3_20210722_pos_2_126,9,0.41312727
2680,20,15,acdc_data3_20210722_pos_2_129,0,0.27906772
2681,20,15,acdc_data3_20210722_pos_2_129,1,0.2778162
2682,20,15,acdc_data3_20210722_pos_2_129,2,0.2738669
2683,20,15,acdc_data3_20210722_pos_2_129,3,0.2732078
2684,20,15,acdc_data3_20210722_pos_2_129,4,0.28173167
2685,20,15,acdc_data3_20210722_pos_2_129,5,0.30194196
2686,20,15,acdc_data3_20210722_pos_2_129,6,0.30269206
2687,20,15,acdc_data3_20210722_pos_2_129,7,0.27566108
2688,20,15,acdc_data3_20210722_pos_2_129,8,0.2814273
2689,20,15,acdc_data3_20210722_pos_2_129,9,0.3088332
2690,20,15,acdc_data3_20210722_pos_2_132,0,0.28459796
2691,20,15,acdc_data3_20210722_pos_2_132,1,0.2853511
2692,20,15,acdc_data3_20210722_pos_2_132,2,0.27665198
2693,20,15,acdc_data3_20210722_pos_2_132,3,0.30182824
2694,20,15,acdc_data3_20210722_pos_2_132,4,0.2952695
2695,20,15,acdc_data3_20210722_pos_2_132,5,0.29782557
2696,20,15,acdc_data3_20210722_pos_2_132,6,0.2767253
2697,20,15,acdc_data3_20210722_pos_2_132,7,0.28385288
2698,20,15,acdc_data3_20210722_pos_2_132,8,0.28191873
2699,20,15,acdc_data3_20210722_pos_2_132,9,0.27139118
2700,20,15,acdc_data3_20210722_pos_2_135,0,0.24500398
2701,20,15,acdc_data3_20210722_pos_2_135,1,0.25953233
2702,20,15,acdc_data3_20210722_pos_2_135,2,0.24212746
2703,20,15,acdc_data3_20210722_pos_2_135,3,0.24723576
2704,20,15,acdc_data3_20210722_pos_2_135,4,0.25071833
2705,20,15,acdc_data3_20210722_pos_2_135,5,0.2794893
2706,20,15,acdc_data3_20210722_pos_2_135,6,0.25114587
2707,20,15,acdc_data3_20210722_pos_2_135,7,0.29931507
2708,20,15,acdc_data3_20210722_pos_2_135,8,0.2616709
2709,20,15,acdc_data3_20210722_pos_2_135,9,0.24730733
2710,20,15,acdc_data3_20210722_pos_2_138,0,0.26414958
2711,20,15,acdc_data3_20210722_pos_2_138,1,0.24815372
2712,20,15,acdc_data3_20210722_pos_2_138,2,0.28571275
2713,20,15,acdc_data3_20210722_pos_2_138,3,0.27796975
2714,20,15,acdc_data3_20210722_pos_2_138,4,0.25242633
2715,20,15,acdc_data3_20210722_pos_2_138,5,0.28168595
2716,20,15,acdc_data3_20210722_pos_2_138,6,0.28182772
2717,20,15,acdc_data3_20210722_pos_2_138,7,0.27914408
2718,20,15,acdc_data3_20210722_pos_2_138,8,0.27987862
2719,20,15,acdc_data3_20210722_pos_2_138,9,0.27872536
2720,20,15,acdc_data3_20210722_pos_2_141,0,0.29353985
2721,20,15,acdc_data3_20210722_pos_2_141,1,0.30340928
2722,20,15,acdc_data3_20210722_pos_2_141,2,0.2949369
2723,20,15,acdc_data3_20210722_pos_2_141,3,0.31939712
2724,20,15,acdc_data3_20210722_pos_2_141,4,0.29717985
2725,20,15,acdc_data3_20210722_pos_2_141,5,0.28240877
2726,20,15,acdc_data3_20210722_pos_2_141,6,0.2956348
2727,20,15,acdc_data3_20210722_pos_2_141,7,0.30469367
2728,20,15,acdc_data3_20210722_pos_2_141,8,0.30484316
2729,20,15,acdc_data3_20210722_pos_2_141,9,0.3034122
2730,20,15,acdc_data3_20210722_pos_2_144,0,0.302005
2731,20,15,acdc_data3_20210722_pos_2_144,1,0.33825126
2732,20,15,acdc_data3_20210722_pos_2_144,2,0.3061051
2733,20,15,acdc_data3_20210722_pos_2_144,3,0.32273167
2734,20,15,acdc_data3_20210722_pos_2_144,4,0.30587697
2735,20,15,acdc_data3_20210722_pos_2_144,5,0.31843895
2736,20,15,acdc_data3_20210722_pos_2_144,6,0.32067704
2737,20,15,acdc_data3_20210722_pos_2_144,7,0.3214089
2738,20,15,acdc_data3_20210722_pos_2_144,8,0.30717516
2739,20,15,acdc_data3_20210722_pos_2_144,9,0.3060095
2740,20,15,acdc_data3_20210722_pos_2_15,0,0.38527805
2741,20,15,acdc_data3_20210722_pos_2_15,1,0.39100495
2742,20,15,acdc_data3_20210722_pos_2_15,2,0.39636827
2743,20,15,acdc_data3_20210722_pos_2_15,3,0.3812721
2744,20,15,acdc_data3_20210722_pos_2_15,4,0.42682424
2745,20,15,acdc_data3_20210722_pos_2_15,5,0.38138786
2746,20,15,acdc_data3_20210722_pos_2_15,6,0.4634479
2747,20,15,acdc_data3_20210722_pos_2_15,7,0.3925281
2748,20,15,acdc_data3_20210722_pos_2_15,8,0.3948169
2749,20,15,acdc_data3_20210722_pos_2_15,9,0.37070072
2750,20,15,acdc_data3_20210722_pos_2_18,0,0.45837763
2751,20,15,acdc_data3_20210722_pos_2_18,1,0.44372243
2752,20,15,acdc_data3_20210722_pos_2_18,2,0.46427703
2753,20,15,acdc_data3_20210722_pos_2_18,3,0.40714955
2754,20,15,acdc_data3_20210722_pos_2_18,4,0.46044457
2755,20,15,acdc_data3_20210722_pos_2_18,5,0.47283748
2756,20,15,acdc_data3_20210722_pos_2_18,6,0.41738182
2757,20,15,acdc_data3_20210722_pos_2_18,7,0.42259645
2758,20,15,acdc_data3_20210722_pos_2_18,8,0.43188477
2759,20,15,acdc_data3_20210722_pos_2_18,9,0.43525797
2760,20,15,acdc_data3_20210722_pos_2_21,0,0.42893088
2761,20,15,acdc_data3_20210722_pos_2_21,1,0.40113613
2762,20,15,acdc_data3_20210722_pos_2_21,2,0.4379605
2763,20,15,acdc_data3_20210722_pos_2_21,3,0.43409243
2764,20,15,acdc_data3_20210722_pos_2_21,4,0.4677669
2765,20,15,acdc_data3_20210722_pos_2_21,5,0.44664446
2766,20,15,acdc_data3_20210722_pos_2_21,6,0.439784
2767,20,15,acdc_data3_20210722_pos_2_21,7,0.46667606
2768,20,15,acdc_data3_20210722_pos_2_21,8,0.4444672
2769,20,15,acdc_data3_20210722_pos_2_21,9,0.46471113
2770,20,15,acdc_data3_20210722_pos_2_24,0,0.3854936
2771,20,15,acdc_data3_20210722_pos_2_24,1,0.39421904
2772,20,15,acdc_data3_20210722_pos_2_24,2,0.42530474
2773,20,15,acdc_data3_20210722_pos_2_24,3,0.40970287
2774,20,15,acdc_data3_20210722_pos_2_24,4,0.42908674
2775,20,15,acdc_data3_20210722_pos_2_24,5,0.43024898
2776,20,15,acdc_data3_20210722_pos_2_24,6,0.42775002
2777,20,15,acdc_data3_20210722_pos_2_24,7,0.46058217
2778,20,15,acdc_data3_20210722_pos_2_24,8,0.42125893
2779,20,15,acdc_data3_20210722_pos_2_24,9,0.37684625
2780,20,15,acdc_data3_20210722_pos_2_27,0,0.5063722
2781,20,15,acdc_data3_20210722_pos_2_27,1,0.43160397
2782,20,15,acdc_data3_20210722_pos_2_27,2,0.537122
2783,20,15,acdc_data3_20210722_pos_2_27,3,0.5276739
2784,20,15,acdc_data3_20210722_pos_2_27,4,0.47628394
2785,20,15,acdc_data3_20210722_pos_2_27,5,0.47520095
2786,20,15,acdc_data3_20210722_pos_2_27,6,0.49311906
2787,20,15,acdc_data3_20210722_pos_2_27,7,0.46700683
2788,20,15,acdc_data3_20210722_pos_2_27,8,0.508268
2789,20,15,acdc_data3_20210722_pos_2_27,9,0.48494643
2790,20,15,acdc_data3_20210722_pos_2_3,0,0.4044371
2791,20,15,acdc_data3_20210722_pos_2_3,1,0.43265954
2792,20,15,acdc_data3_20210722_pos_2_3,2,0.34793714
2793,20,15,acdc_data3_20210722_pos_2_3,3,0.36407343
2794,20,15,acdc_data3_20210722_pos_2_3,4,0.3199082
2795,20,15,acdc_data3_20210722_pos_2_3,5,0.36903772
2796,20,15,acdc_data3_20210722_pos_2_3,6,0.34563228
2797,20,15,acdc_data3_20210722_pos_2_3,7,0.38067278
2798,20,15,acdc_data3_20210722_pos_2_3,8,0.36743125
2799,20,15,acdc_data3_20210722_pos_2_3,9,0.3933028
2800,20,15,acdc_data3_20210722_pos_2_30,0,0.47005463
2801,20,15,acdc_data3_20210722_pos_2_30,1,0.4808975
2802,20,15,acdc_data3_20210722_pos_2_30,2,0.41926914
2803,20,15,acdc_data3_20210722_pos_2_30,3,0.43646604
2804,20,15,acdc_data3_20210722_pos_2_30,4,0.43848693
2805,20,15,acdc_data3_20210722_pos_2_30,5,0.49579352
2806,20,15,acdc_data3_20210722_pos_2_30,6,0.49114704
2807,20,15,acdc_data3_20210722_pos_2_30,7,0.45871347
2808,20,15,acdc_data3_20210722_pos_2_30,8,0.4649652
2809,20,15,acdc_data3_20210722_pos_2_30,9,0.4299098
2810,20,15,acdc_data3_20210722_pos_2_33,0,0.47135264
2811,20,15,acdc_data3_20210722_pos_2_33,1,0.41106233
2812,20,15,acdc_data3_20210722_pos_2_33,2,0.49485204
2813,20,15,acdc_data3_20210722_pos_2_33,3,0.45408446
2814,20,15,acdc_data3_20210722_pos_2_33,4,0.4385191
2815,20,15,acdc_data3_20210722_pos_2_33,5,0.47918385
2816,20,15,acdc_data3_20210722_pos_2_33,6,0.47668666
2817,20,15,acdc_data3_20210722_pos_2_33,7,0.46548957
2818,20,15,acdc_data3_20210722_pos_2_33,8,0.47574028
2819,20,15,acdc_data3_20210722_pos_2_33,9,0.4384976
2820,20,15,acdc_data3_20210722_pos_2_36,0,0.3827844
2821,20,15,acdc_data3_20210722_pos_2_36,1,0.35386243
2822,20,15,acdc_data3_20210722_pos_2_36,2,0.38066322
2823,20,15,acdc_data3_20210722_pos_2_36,3,0.3770436
2824,20,15,acdc_data3_20210722_pos_2_36,4,0.36620727
2825,20,15,acdc_data3_20210722_pos_2_36,5,0.39642897
2826,20,15,acdc_data3_20210722_pos_2_36,6,0.35502058
2827,20,15,acdc_data3_20210722_pos_2_36,7,0.37546843
2828,20,15,acdc_data3_20210722_pos_2_36,8,0.39134377
2829,20,15,acdc_data3_20210722_pos_2_36,9,0.38967606
2830,20,15,acdc_data3_20210722_pos_2_39,0,0.3741089
2831,20,15,acdc_data3_20210722_pos_2_39,1,0.36797562
2832,20,15,acdc_data3_20210722_pos_2_39,2,0.41136098
2833,20,15,acdc_data3_20210722_pos_2_39,3,0.40713897
2834,20,15,acdc_data3_20210722_pos_2_39,4,0.3433101
2835,20,15,acdc_data3_20210722_pos_2_39,5,0.34178832
2836,20,15,acdc_data3_20210722_pos_2_39,6,0.3297489
2837,20,15,acdc_data3_20210722_pos_2_39,7,0.35926867
2838,20,15,acdc_data3_20210722_pos_2_39,8,0.37883982
2839,20,15,acdc_data3_20210722_pos_2_39,9,0.39259595
2840,20,15,acdc_data3_20210722_pos_2_42,0,0.40561438
2841,20,15,acdc_data3_20210722_pos_2_42,1,0.43460926
2842,20,15,acdc_data3_20210722_pos_2_42,2,0.41016388
2843,20,15,acdc_data3_20210722_pos_2_42,3,0.3804467
2844,20,15,acdc_data3_20210722_pos_2_42,4,0.37098274
2845,20,15,acdc_data3_20210722_pos_2_42,5,0.38188198
2846,20,15,acdc_data3_20210722_pos_2_42,6,0.3597733
2847,20,15,acdc_data3_20210722_pos_2_42,7,0.39943662
2848,20,15,acdc_data3_20210722_pos_2_42,8,0.42731655
2849,20,15,acdc_data3_20210722_pos_2_42,9,0.39667794
2850,20,15,acdc_data3_20210722_pos_2_45,0,0.37408707
2851,20,15,acdc_data3_20210722_pos_2_45,1,0.4222866
2852,20,15,acdc_data3_20210722_pos_2_45,2,0.4373281
2853,20,15,acdc_data3_20210722_pos_2_45,3,0.4042088
2854,20,15,acdc_data3_20210722_pos_2_45,4,0.33331648
2855,20,15,acdc_data3_20210722_pos_2_45,5,0.3760174
2856,20,15,acdc_data3_20210722_pos_2_45,6,0.37096506
2857,20,15,acdc_data3_20210722_pos_2_45,7,0.4192319
2858,20,15,acdc_data3_20210722_pos_2_45,8,0.40201828
2859,20,15,acdc_data3_20210722_pos_2_45,9,0.40537348
2860,20,15,acdc_data3_20210722_pos_2_48,0,0.39900836
2861,20,15,acdc_data3_20210722_pos_2_48,1,0.40456817
2862,20,15,acdc_data3_20210722_pos_2_48,2,0.38020262
2863,20,15,acdc_data3_20210722_pos_2_48,3,0.38959306
2864,20,15,acdc_data3_20210722_pos_2_48,4,0.37843752
2865,20,15,acdc_data3_20210722_pos_2_48,5,0.42321038
2866,20,15,acdc_data3_20210722_pos_2_48,6,0.40568075
2867,20,15,acdc_data3_20210722_pos_2_48,7,0.38345814
2868,20,15,acdc_data3_20210722_pos_2_48,8,0.40334433
2869,20,15,acdc_data3_20210722_pos_2_48,9,0.38363683
2870,20,15,acdc_data3_20210722_pos_2_51,0,0.43620837
2871,20,15,acdc_data3_20210722_pos_2_51,1,0.3725007
2872,20,15,acdc_data3_20210722_pos_2_51,2,0.41291285
2873,20,15,acdc_data3_20210722_pos_2_51,3,0.39978856
2874,20,15,acdc_data3_20210722_pos_2_51,4,0.44254228
2875,20,15,acdc_data3_20210722_pos_2_51,5,0.44968203
2876,20,15,acdc_data3_20210722_pos_2_51,6,0.42251855
2877,20,15,acdc_data3_20210722_pos_2_51,7,0.48648936
2878,20,15,acdc_data3_20210722_pos_2_51,8,0.40126854
2879,20,15,acdc_data3_20210722_pos_2_51,9,0.43722263
2880,20,15,acdc_data3_20210722_pos_2_54,0,0.37743226
2881,20,15,acdc_data3_20210722_pos_2_54,1,0.41249055
2882,20,15,acdc_data3_20210722_pos_2_54,2,0.33105308
2883,20,15,acdc_data3_20210722_pos_2_54,3,0.38276628
2884,20,15,acdc_data3_20210722_pos_2_54,4,0.38490832
2885,20,15,acdc_data3_20210722_pos_2_54,5,0.36579886
2886,20,15,acdc_data3_20210722_pos_2_54,6,0.38762695
2887,20,15,acdc_data3_20210722_pos_2_54,7,0.3806449
2888,20,15,acdc_data3_20210722_pos_2_54,8,0.3553764
2889,20,15,acdc_data3_20210722_pos_2_54,9,0.398258
2890,20,15,acdc_data3_20210722_pos_2_57,0,0.33148885
2891,20,15,acdc_data3_20210722_pos_2_57,1,0.35203978
2892,20,15,acdc_data3_20210722_pos_2_57,2,0.35670385
2893,20,15,acdc_data3_20210722_pos_2_57,3,0.34512863
2894,20,15,acdc_data3_20210722_pos_2_57,4,0.34546348
2895,20,15,acdc_data3_20210722_pos_2_57,5,0.331241
2896,20,15,acdc_data3_20210722_pos_2_57,6,0.30671257
2897,20,15,acdc_data3_20210722_pos_2_57,7,0.33482638
2898,20,15,acdc_data3_20210722_pos_2_57,8,0.37839663
2899,20,15,acdc_data3_20210722_pos_2_57,9,0.34189084
2900,20,15,acdc_data3_20210722_pos_2_6,0,0.2756242
2901,20,15,acdc_data3_20210722_pos_2_6,1,0.35959965
2902,20,15,acdc_data3_20210722_pos_2_6,2,0.32915348
2903,20,15,acdc_data3_20210722_pos_2_6,3,0.36348888
2904,20,15,acdc_data3_20210722_pos_2_6,4,0.35322198
2905,20,15,acdc_data3_20210722_pos_2_6,5,0.37690574
2906,20,15,acdc_data3_20210722_pos_2_6,6,0.32300955
2907,20,15,acdc_data3_20210722_pos_2_6,7,0.294796
2908,20,15,acdc_data3_20210722_pos_2_6,8,0.33154976
2909,20,15,acdc_data3_20210722_pos_2_6,9,0.35169974
2910,20,15,acdc_data3_20210722_pos_2_60,0,0.27818245
2911,20,15,acdc_data3_20210722_pos_2_60,1,0.2818615
2912,20,15,acdc_data3_20210722_pos_2_60,2,0.25456357
2913,20,15,acdc_data3_20210722_pos_2_60,3,0.23724277
2914,20,15,acdc_data3_20210722_pos_2_60,4,0.2458991
2915,20,15,acdc_data3_20210722_pos_2_60,5,0.22731738
2916,20,15,acdc_data3_20210722_pos_2_60,6,0.24545772
2917,20,15,acdc_data3_20210722_pos_2_60,7,0.2637999
2918,20,15,acdc_data3_20210722_pos_2_60,8,0.30399954
2919,20,15,acdc_data3_20210722_pos_2_60,9,0.23716359
2920,20,15,acdc_data3_20210722_pos_2_63,0,0.26592508
2921,20,15,acdc_data3_20210722_pos_2_63,1,0.28233927
2922,20,15,acdc_data3_20210722_pos_2_63,2,0.25450712
2923,20,15,acdc_data3_20210722_pos_2_63,3,0.3098087
2924,20,15,acdc_data3_20210722_pos_2_63,4,0.2612013
2925,20,15,acdc_data3_20210722_pos_2_63,5,0.2808342
2926,20,15,acdc_data3_20210722_pos_2_63,6,0.2690021
2927,20,15,acdc_data3_20210722_pos_2_63,7,0.23824638
2928,20,15,acdc_data3_20210722_pos_2_63,8,0.28269374
2929,20,15,acdc_data3_20210722_pos_2_63,9,0.26963058
2930,20,15,acdc_data3_20210722_pos_2_66,0,0.26760972
2931,20,15,acdc_data3_20210722_pos_2_66,1,0.2952893
2932,20,15,acdc_data3_20210722_pos_2_66,2,0.32814574
2933,20,15,acdc_data3_20210722_pos_2_66,3,0.2857041
2934,20,15,acdc_data3_20210722_pos_2_66,4,0.32955244
2935,20,15,acdc_data3_20210722_pos_2_66,5,0.33062655
2936,20,15,acdc_data3_20210722_pos_2_66,6,0.31263447
2937,20,15,acdc_data3_20210722_pos_2_66,7,0.2871149
2938,20,15,acdc_data3_20210722_pos_2_66,8,0.3037768
2939,20,15,acdc_data3_20210722_pos_2_66,9,0.30016303
2940,20,15,acdc_data3_20210722_pos_2_69,0,0.3439334
2941,20,15,acdc_data3_20210722_pos_2_69,1,0.33110175
2942,20,15,acdc_data3_20210722_pos_2_69,2,0.32008028
2943,20,15,acdc_data3_20210722_pos_2_69,3,0.352574
2944,20,15,acdc_data3_20210722_pos_2_69,4,0.33033937
2945,20,15,acdc_data3_20210722_pos_2_69,5,0.30905524
2946,20,15,acdc_data3_20210722_pos_2_69,6,0.29553232
2947,20,15,acdc_data3_20210722_pos_2_69,7,0.3637715
2948,20,15,acdc_data3_20210722_pos_2_69,8,0.33210537
2949,20,15,acdc_data3_20210722_pos_2_69,9,0.32141703
2950,20,15,acdc_data3_20210722_pos_2_72,0,0.3610729
2951,20,15,acdc_data3_20210722_pos_2_72,1,0.3716415
2952,20,15,acdc_data3_20210722_pos_2_72,2,0.36974674
2953,20,15,acdc_data3_20210722_pos_2_72,3,0.35162464
2954,20,15,acdc_data3_20210722_pos_2_72,4,0.38158384
2955,20,15,acdc_data3_20210722_pos_2_72,5,0.35947803
2956,20,15,acdc_data3_20210722_pos_2_72,6,0.36300072
2957,20,15,acdc_data3_20210722_pos_2_72,7,0.3412191
2958,20,15,acdc_data3_20210722_pos_2_72,8,0.35253724
2959,20,15,acdc_data3_20210722_pos_2_72,9,0.357483
2960,20,15,acdc_data3_20210722_pos_2_75,0,0.3921782
2961,20,15,acdc_data3_20210722_pos_2_75,1,0.38080677
2962,20,15,acdc_data3_20210722_pos_2_75,2,0.39764208
2963,20,15,acdc_data3_20210722_pos_2_75,3,0.35832065
2964,20,15,acdc_data3_20210722_pos_2_75,4,0.40729848
2965,20,15,acdc_data3_20210722_pos_2_75,5,0.39832968
2966,20,15,acdc_data3_20210722_pos_2_75,6,0.3743939
2967,20,15,acdc_data3_20210722_pos_2_75,7,0.39397445
2968,20,15,acdc_data3_20210722_pos_2_75,8,0.41374588
2969,20,15,acdc_data3_20210722_pos_2_75,9,0.36664647
2970,20,15,acdc_data3_20210722_pos_2_78,0,0.41514108
2971,20,15,acdc_data3_20210722_pos_2_78,1,0.43593895
2972,20,15,acdc_data3_20210722_pos_2_78,2,0.42720118
2973,20,15,acdc_data3_20210722_pos_2_78,3,0.4418608
2974,20,15,acdc_data3_20210722_pos_2_78,4,0.44280756
2975,20,15,acdc_data3_20210722_pos_2_78,5,0.4177292
2976,20,15,acdc_data3_20210722_pos_2_78,6,0.42157066
2977,20,15,acdc_data3_20210722_pos_2_78,7,0.4037771
2978,20,15,acdc_data3_20210722_pos_2_78,8,0.42003977
2979,20,15,acdc_data3_20210722_pos_2_78,9,0.42064148
2980,20,15,acdc_data3_20210722_pos_2_81,0,0.3926285
2981,20,15,acdc_data3_20210722_pos_2_81,1,0.42678556
2982,20,15,acdc_data3_20210722_pos_2_81,2,0.43693987
2983,20,15,acdc_data3_20210722_pos_2_81,3,0.4393472
